[srv] starting: map=original_resources/(2)Bottleneck.scm data=original_resources obs-port=6114 agent-port=6113 seed=42
[srv] slot 0 race override: 5 -> zerg
[srv] slot 1 race override: 5 -> protoss
[srv] sync-log -> /tmp/soak_qt_20/round_04/server.sync
[srv] loaded 2 inline user(s) from --user
[srv] observer WS listening on ws://0.0.0.0:6114/observer
[srv] starting immediately; observers may join at any time.
[srv] game started, initial_rand=8bbfd0d3 (0 observers)
[srv] frame=4409 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=3ms, budget=10ms)
[srv] frame=4510 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=5ms, budget=10ms)
[srv] frame=4611 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=4712 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=4812 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=9ms, budget=10ms)
[srv] frame=4913 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=5014 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=5114 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=5214 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=4ms, budget=10ms)
[srv] frame=5315 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=5416 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=4ms, budget=10ms)
[srv] frame=5517 observers=1 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] auth OK: alias=slot0_p slot=0
[srv] catchup bundle: frame=5528 seed=8bbfd0d3 action_bytes=2828
[srv] frame=5617 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=5ms, budget=10ms)
[srv] frame=5718 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=5819 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=5920 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=6020 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=6121 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=6222 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=6322 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=6423 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=6524 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=6624 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=6724 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=0ms, budget=10ms)
[srv] frame=6824 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=0ms, budget=10ms)
[srv] frame=6925 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=7026 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=7127 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=7228 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=7329 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=7430 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=7531 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=7632 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=7733 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=7833 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=7934 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=8035 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=8136 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=8236 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=3ms, budget=10ms)
[srv] frame=8337 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=1ms, budget=10ms)
[srv] frame=8438 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=6ms, budget=10ms)
[srv] frame=8539 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=0ms, budget=10ms)
[srv] frame=8640 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/101 over budget (worst=3ms, budget=10ms)
[srv] frame=8740 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=1ms, budget=10ms)
[srv] frame=8840 observers=2 virtual-agents=2 pending-cmds=0 loop_body: 0/100 over budget (worst=3ms, budget=10ms)
